dhb,report_date,age_group,count
Managed Isolation & Quarantine,2021-11-22,40 to 49,1
Managed Isolation & Quarantine,2021-11-22,50 to 59,1
Managed Isolation & Quarantine,2021-11-23,30 to 39,1
Managed Isolation & Quarantine,2021-11-24,0 to 9,1
Managed Isolation & Quarantine,2021-11-24,20 to 29,2
Managed Isolation & Quarantine,2021-11-24,30 to 39,1
Managed Isolation & Quarantine,2021-11-24,40 to 49,2
Managed Isolation & Quarantine,2021-11-24,60 to 69,1
Managed Isolation & Quarantine,2021-11-25,30 to 39,1
Managed Isolation & Quarantine,2021-11-25,40 to 49,1
Managed Isolation & Quarantine,2021-11-25,50 to 59,1
Managed Isolation & Quarantine,2021-11-26,10 to 19,1
Managed Isolation & Quarantine,2021-11-26,20 to 29,1
Managed Isolation & Quarantine,2021-11-26,30 to 39,2
Managed Isolation & Quarantine,2021-11-26,40 to 49,2
Managed Isolation & Quarantine,2021-11-26,50 to 59,1
Managed Isolation & Quarantine,2021-11-27,10 to 19,1
Managed Isolation & Quarantine,2021-11-28,20 to 29,1
Managed Isolation & Quarantine,2021-11-28,40 to 49,1
Managed Isolation & Quarantine,2021-11-28,50 to 59,1
Managed Isolation & Quarantine,2021-11-29,20 to 29,2
Managed Isolation & Quarantine,2021-11-29,40 to 49,1
Managed Isolation & Quarantine,2021-11-30,20 to 29,1
Managed Isolation & Quarantine,2021-12-01,10 to 19,1
Managed Isolation & Quarantine,2021-12-01,30 to 39,1
Managed Isolation & Quarantine,2021-12-02,30 to 39,1
Managed Isolation & Quarantine,2021-12-02,40 to 49,1
Managed Isolation & Quarantine,2021-12-02,60 to 69,1
Managed Isolation & Quarantine,2021-12-03,10 to 19,1
Managed Isolation & Quarantine,2021-12-03,30 to 39,1
Managed Isolation & Quarantine,2021-12-03,70 to 79,1
Managed Isolation & Quarantine,2021-12-04,20 to 29,1
Managed Isolation & Quarantine,2021-12-04,70 to 79,1
Managed Isolation & Quarantine,2021-12-05,40 to 49,1
Managed Isolation & Quarantine,2021-12-06,30 to 39,1
Managed Isolation & Quarantine,2021-12-07,20 to 29,1
Managed Isolation & Quarantine,2021-12-07,30 to 39,1
Managed Isolation & Quarantine,2021-12-08,30 to 39,1
Managed Isolation & Quarantine,2021-12-09,40 to 49,1
Managed Isolation & Quarantine,2021-12-09,50 to 59,1
Managed Isolation & Quarantine,2021-12-10,30 to 39,1
Managed Isolation & Quarantine,2021-12-10,40 to 49,1
Managed Isolation & Quarantine,2021-12-11,40 to 49,1
Managed Isolation & Quarantine,2021-12-11,50 to 59,1
Managed Isolation & Quarantine,2021-12-13,20 to 29,1
Managed Isolation & Quarantine,2021-12-14,0 to 9,1
Managed Isolation & Quarantine,2021-12-14,30 to 39,1
Managed Isolation & Quarantine,2021-12-15,10 to 19,1
Managed Isolation & Quarantine,2021-12-15,20 to 29,1
Managed Isolation & Quarantine,2021-12-15,30 to 39,1
Managed Isolation & Quarantine,2021-12-15,40 to 49,1
Managed Isolation & Quarantine,2021-12-16,20 to 29,3
Managed Isolation & Quarantine,2021-12-16,30 to 39,1
Managed Isolation & Quarantine,2021-12-17,10 to 19,2
Managed Isolation & Quarantine,2021-12-17,20 to 29,3
Managed Isolation & Quarantine,2021-12-17,30 to 39,4
Managed Isolation & Quarantine,2021-12-18,0 to 9,1
Managed Isolation & Quarantine,2021-12-18,20 to 29,2
Managed Isolation & Quarantine,2021-12-18,30 to 39,1
Managed Isolation & Quarantine,2021-12-18,40 to 49,1
Managed Isolation & Quarantine,2021-12-19,30 to 39,2
Managed Isolation & Quarantine,2021-12-20,10 to 19,1
Managed Isolation & Quarantine,2021-12-20,20 to 29,2
Managed Isolation & Quarantine,2021-12-20,30 to 39,2
Managed Isolation & Quarantine,2021-12-20,40 to 49,1
Managed Isolation & Quarantine,2021-12-20,50 to 59,2
Managed Isolation & Quarantine,2021-12-20,60 to 69,2
Managed Isolation & Quarantine,2021-12-21,20 to 29,2
Managed Isolation & Quarantine,2021-12-21,30 to 39,1
Managed Isolation & Quarantine,2021-12-22,0 to 9,1
Managed Isolation & Quarantine,2021-12-22,10 to 19,1
Managed Isolation & Quarantine,2021-12-22,20 to 29,2
Managed Isolation & Quarantine,2021-12-22,30 to 39,1
Managed Isolation & Quarantine,2021-12-22,40 to 49,1
Managed Isolation & Quarantine,2021-12-22,50 to 59,2
Managed Isolation & Quarantine,2021-12-23,0 to 9,1
Managed Isolation & Quarantine,2021-12-23,20 to 29,1
Managed Isolation & Quarantine,2021-12-23,30 to 39,1
Managed Isolation & Quarantine,2021-12-23,40 to 49,1
Managed Isolation & Quarantine,2021-12-23,50 to 59,1
Managed Isolation & Quarantine,2021-12-24,0 to 9,1
Managed Isolation & Quarantine,2021-12-24,10 to 19,2
Managed Isolation & Quarantine,2021-12-24,30 to 39,1
Managed Isolation & Quarantine,2021-12-24,50 to 59,2
Managed Isolation & Quarantine,2021-12-25,20 to 29,1
Managed Isolation & Quarantine,2021-12-25,30 to 39,2
Managed Isolation & Quarantine,2021-12-26,20 to 29,4
Managed Isolation & Quarantine,2021-12-26,30 to 39,5
Managed Isolation & Quarantine,2021-12-26,40 to 49,1
Managed Isolation & Quarantine,2021-12-26,50 to 59,2
Managed Isolation & Quarantine,2021-12-27,0 to 9,1
Managed Isolation & Quarantine,2021-12-27,10 to 19,1
Managed Isolation & Quarantine,2021-12-27,20 to 29,3
Managed Isolation & Quarantine,2021-12-27,30 to 39,4
Managed Isolation & Quarantine,2021-12-27,40 to 49,2
Managed Isolation & Quarantine,2021-12-27,60 to 69,2
Managed Isolation & Quarantine,2021-12-28,0 to 9,2
Managed Isolation & Quarantine,2021-12-28,10 to 19,1
Managed Isolation & Quarantine,2021-12-28,30 to 39,4
Managed Isolation & Quarantine,2021-12-28,40 to 49,2
Managed Isolation & Quarantine,2021-12-28,60 to 69,1
Managed Isolation & Quarantine,2021-12-29,10 to 19,1
Managed Isolation & Quarantine,2021-12-29,20 to 29,3
Managed Isolation & Quarantine,2021-12-29,30 to 39,3
Managed Isolation & Quarantine,2021-12-29,40 to 49,2
Managed Isolation & Quarantine,2021-12-29,60 to 69,1
Managed Isolation & Quarantine,2021-12-30,10 to 19,1
Managed Isolation & Quarantine,2021-12-30,20 to 29,2
Managed Isolation & Quarantine,2021-12-30,30 to 39,4
Managed Isolation & Quarantine,2021-12-30,40 to 49,2
Managed Isolation & Quarantine,2021-12-30,50 to 59,2
Managed Isolation & Quarantine,2021-12-30,60 to 69,2
Managed Isolation & Quarantine,2021-12-31,0 to 9,4
Managed Isolation & Quarantine,2021-12-31,10 to 19,1
Managed Isolation & Quarantine,2021-12-31,20 to 29,4
Managed Isolation & Quarantine,2021-12-31,30 to 39,3
Managed Isolation & Quarantine,2021-12-31,50 to 59,3
Managed Isolation & Quarantine,2021-12-31,60 to 69,3
Managed Isolation & Quarantine,2022-01-01,0 to 9,1
Managed Isolation & Quarantine,2022-01-01,10 to 19,2
Managed Isolation & Quarantine,2022-01-01,20 to 29,3
Managed Isolation & Quarantine,2022-01-01,30 to 39,8
Managed Isolation & Quarantine,2022-01-01,40 to 49,3
Managed Isolation & Quarantine,2022-01-01,50 to 59,1
Managed Isolation & Quarantine,2022-01-01,60 to 69,1
Managed Isolation & Quarantine,2022-01-02,0 to 9,3
Managed Isolation & Quarantine,2022-01-02,10 to 19,3
Managed Isolation & Quarantine,2022-01-02,20 to 29,7
Managed Isolation & Quarantine,2022-01-02,30 to 39,9
Managed Isolation & Quarantine,2022-01-02,40 to 49,3
Managed Isolation & Quarantine,2022-01-02,50 to 59,5
Managed Isolation & Quarantine,2022-01-02,60 to 69,1
Managed Isolation & Quarantine,2022-01-03,0 to 9,2
Managed Isolation & Quarantine,2022-01-03,10 to 19,3
Managed Isolation & Quarantine,2022-01-03,30 to 39,9
Managed Isolation & Quarantine,2022-01-03,40 to 49,2
Managed Isolation & Quarantine,2022-01-03,50 to 59,3
Managed Isolation & Quarantine,2022-01-04,0 to 9,3
Managed Isolation & Quarantine,2022-01-04,10 to 19,4
Managed Isolation & Quarantine,2022-01-04,20 to 29,2
Managed Isolation & Quarantine,2022-01-04,30 to 39,9
Managed Isolation & Quarantine,2022-01-04,40 to 49,2
Managed Isolation & Quarantine,2022-01-04,50 to 59,1
Managed Isolation & Quarantine,2022-01-04,60 to 69,3
Managed Isolation & Quarantine,2022-01-05,0 to 9,1
Managed Isolation & Quarantine,2022-01-05,10 to 19,1
Managed Isolation & Quarantine,2022-01-05,20 to 29,12
Managed Isolation & Quarantine,2022-01-05,30 to 39,15
Managed Isolation & Quarantine,2022-01-05,40 to 49,3
Managed Isolation & Quarantine,2022-01-05,50 to 59,7
Managed Isolation & Quarantine,2022-01-05,60 to 69,2
Managed Isolation & Quarantine,2022-01-06,0 to 9,3
Managed Isolation & Quarantine,2022-01-06,10 to 19,5
Managed Isolation & Quarantine,2022-01-06,20 to 29,5
Managed Isolation & Quarantine,2022-01-06,30 to 39,3
Managed Isolation & Quarantine,2022-01-06,40 to 49,2
Managed Isolation & Quarantine,2022-01-06,50 to 59,7
Managed Isolation & Quarantine,2022-01-06,60 to 69,1
Managed Isolation & Quarantine,2022-01-07,0 to 9,3
Managed Isolation & Quarantine,2022-01-07,20 to 29,9
Managed Isolation & Quarantine,2022-01-07,30 to 39,9
Managed Isolation & Quarantine,2022-01-07,40 to 49,5
Managed Isolation & Quarantine,2022-01-07,50 to 59,2
Managed Isolation & Quarantine,2022-01-07,60 to 69,3
Managed Isolation & Quarantine,2022-01-08,0 to 9,4
Managed Isolation & Quarantine,2022-01-08,10 to 19,1
Managed Isolation & Quarantine,2022-01-08,20 to 29,8
Managed Isolation & Quarantine,2022-01-08,30 to 39,8
Managed Isolation & Quarantine,2022-01-08,40 to 49,2
Managed Isolation & Quarantine,2022-01-08,50 to 59,5
Managed Isolation & Quarantine,2022-01-08,60 to 69,3
Managed Isolation & Quarantine,2022-01-09,0 to 9,2
Managed Isolation & Quarantine,2022-01-09,10 to 19,3
Managed Isolation & Quarantine,2022-01-09,20 to 29,5
Managed Isolation & Quarantine,2022-01-09,30 to 39,11
Managed Isolation & Quarantine,2022-01-09,40 to 49,3
Managed Isolation & Quarantine,2022-01-09,50 to 59,2
Managed Isolation & Quarantine,2022-01-09,60 to 69,3
Managed Isolation & Quarantine,2022-01-10,0 to 9,6
Managed Isolation & Quarantine,2022-01-10,10 to 19,5
Managed Isolation & Quarantine,2022-01-10,20 to 29,4
Managed Isolation & Quarantine,2022-01-10,30 to 39,10
Managed Isolation & Quarantine,2022-01-10,40 to 49,8
Managed Isolation & Quarantine,2022-01-10,50 to 59,1
Managed Isolation & Quarantine,2022-01-10,70 to 79,1
Managed Isolation & Quarantine,2022-01-11,0 to 9,7
Managed Isolation & Quarantine,2022-01-11,10 to 19,8
Managed Isolation & Quarantine,2022-01-11,20 to 29,6
Managed Isolation & Quarantine,2022-01-11,30 to 39,15
Managed Isolation & Quarantine,2022-01-11,40 to 49,2
Managed Isolation & Quarantine,2022-01-11,50 to 59,3
Managed Isolation & Quarantine,2022-01-11,60 to 69,2
Managed Isolation & Quarantine,2022-01-12,0 to 9,3
Managed Isolation & Quarantine,2022-01-12,10 to 19,1
Managed Isolation & Quarantine,2022-01-12,20 to 29,7
Managed Isolation & Quarantine,2022-01-12,30 to 39,7
Managed Isolation & Quarantine,2022-01-12,40 to 49,3
Managed Isolation & Quarantine,2022-01-12,50 to 59,2
Managed Isolation & Quarantine,2022-01-12,60 to 69,5
Managed Isolation & Quarantine,2022-01-12,70 to 79,1
Managed Isolation & Quarantine,2022-01-13,0 to 9,5
Managed Isolation & Quarantine,2022-01-13,10 to 19,4
Managed Isolation & Quarantine,2022-01-13,20 to 29,3
Managed Isolation & Quarantine,2022-01-13,30 to 39,6
Managed Isolation & Quarantine,2022-01-13,40 to 49,4
Managed Isolation & Quarantine,2022-01-13,50 to 59,1
Managed Isolation & Quarantine,2022-01-13,60 to 69,2
Managed Isolation & Quarantine,2022-01-13,70 to 79,1
Managed Isolation & Quarantine,2022-01-14,0 to 9,4
Managed Isolation & Quarantine,2022-01-14,10 to 19,3
Managed Isolation & Quarantine,2022-01-14,20 to 29,4
Managed Isolation & Quarantine,2022-01-14,30 to 39,7
Managed Isolation & Quarantine,2022-01-14,40 to 49,5
Managed Isolation & Quarantine,2022-01-14,50 to 59,4
Managed Isolation & Quarantine,2022-01-14,60 to 69,2
Managed Isolation & Quarantine,2022-01-15,0 to 9,10
Managed Isolation & Quarantine,2022-01-15,10 to 19,6
Managed Isolation & Quarantine,2022-01-15,20 to 29,13
Managed Isolation & Quarantine,2022-01-15,30 to 39,21
Managed Isolation & Quarantine,2022-01-15,40 to 49,6
Managed Isolation & Quarantine,2022-01-15,50 to 59,4
Managed Isolation & Quarantine,2022-01-15,60 to 69,3
Managed Isolation & Quarantine,2022-01-16,0 to 9,2
Managed Isolation & Quarantine,2022-01-16,10 to 19,4
Managed Isolation & Quarantine,2022-01-16,20 to 29,3
Managed Isolation & Quarantine,2022-01-16,30 to 39,5
Managed Isolation & Quarantine,2022-01-16,40 to 49,3
Managed Isolation & Quarantine,2022-01-16,50 to 59,2
Managed Isolation & Quarantine,2022-01-16,60 to 69,2
Managed Isolation & Quarantine,2022-01-17,0 to 9,13
Managed Isolation & Quarantine,2022-01-17,10 to 19,5
Managed Isolation & Quarantine,2022-01-17,20 to 29,10
Managed Isolation & Quarantine,2022-01-17,30 to 39,21
Managed Isolation & Quarantine,2022-01-17,40 to 49,9
Managed Isolation & Quarantine,2022-01-17,50 to 59,6
Managed Isolation & Quarantine,2022-01-17,60 to 69,1
Managed Isolation & Quarantine,2022-01-17,70 to 79,1
Managed Isolation & Quarantine,2022-01-18,0 to 9,6
Managed Isolation & Quarantine,2022-01-18,10 to 19,3
Managed Isolation & Quarantine,2022-01-18,20 to 29,6
Managed Isolation & Quarantine,2022-01-18,30 to 39,5
Managed Isolation & Quarantine,2022-01-18,40 to 49,3
Managed Isolation & Quarantine,2022-01-18,50 to 59,3
Managed Isolation & Quarantine,2022-01-18,60 to 69,2
Managed Isolation & Quarantine,2022-01-19,0 to 9,6
Managed Isolation & Quarantine,2022-01-19,10 to 19,4
Managed Isolation & Quarantine,2022-01-19,20 to 29,7
Managed Isolation & Quarantine,2022-01-19,30 to 39,6
Managed Isolation & Quarantine,2022-01-19,40 to 49,7
Managed Isolation & Quarantine,2022-01-19,60 to 69,2
Managed Isolation & Quarantine,2022-01-20,0 to 9,9
Managed Isolation & Quarantine,2022-01-20,10 to 19,5
Managed Isolation & Quarantine,2022-01-20,20 to 29,5
Managed Isolation & Quarantine,2022-01-20,30 to 39,14
Managed Isolation & Quarantine,2022-01-20,40 to 49,9
Managed Isolation & Quarantine,2022-01-20,50 to 59,5
Managed Isolation & Quarantine,2022-01-20,60 to 69,1
Managed Isolation & Quarantine,2022-01-21,0 to 9,8
Managed Isolation & Quarantine,2022-01-21,10 to 19,3
Managed Isolation & Quarantine,2022-01-21,20 to 29,3
Managed Isolation & Quarantine,2022-01-21,30 to 39,13
Managed Isolation & Quarantine,2022-01-21,40 to 49,2
Managed Isolation & Quarantine,2022-01-21,50 to 59,5
Managed Isolation & Quarantine,2022-01-21,60 to 69,3
Managed Isolation & Quarantine,2022-01-21,70 to 79,1
Managed Isolation & Quarantine,2022-01-22,0 to 9,13
Managed Isolation & Quarantine,2022-01-22,10 to 19,3
Managed Isolation & Quarantine,2022-01-22,20 to 29,8
Managed Isolation & Quarantine,2022-01-22,30 to 39,13
Managed Isolation & Quarantine,2022-01-22,40 to 49,3
Managed Isolation & Quarantine,2022-01-22,50 to 59,3
Managed Isolation & Quarantine,2022-01-22,60 to 69,3
Managed Isolation & Quarantine,2022-01-22,70 to 79,1
Managed Isolation & Quarantine,2022-01-23,0 to 9,8
Managed Isolation & Quarantine,2022-01-23,10 to 19,8
Managed Isolation & Quarantine,2022-01-23,20 to 29,13
Managed Isolation & Quarantine,2022-01-23,30 to 39,17
Managed Isolation & Quarantine,2022-01-23,40 to 49,8
Managed Isolation & Quarantine,2022-01-23,50 to 59,3
Managed Isolation & Quarantine,2022-01-24,0 to 9,1
Managed Isolation & Quarantine,2022-01-24,10 to 19,3
Managed Isolation & Quarantine,2022-01-24,20 to 29,6
Managed Isolation & Quarantine,2022-01-24,30 to 39,11
Managed Isolation & Quarantine,2022-01-24,40 to 49,6
Managed Isolation & Quarantine,2022-01-24,50 to 59,9
Managed Isolation & Quarantine,2022-01-24,60 to 69,3
Managed Isolation & Quarantine,2022-01-25,0 to 9,6
Managed Isolation & Quarantine,2022-01-25,10 to 19,2
Managed Isolation & Quarantine,2022-01-25,20 to 29,7
Managed Isolation & Quarantine,2022-01-25,30 to 39,7
Managed Isolation & Quarantine,2022-01-25,40 to 49,3
Managed Isolation & Quarantine,2022-01-25,50 to 59,4
Managed Isolation & Quarantine,2022-01-25,60 to 69,2
Managed Isolation & Quarantine,2022-01-26,0 to 9,9
Managed Isolation & Quarantine,2022-01-26,10 to 19,5
Managed Isolation & Quarantine,2022-01-26,20 to 29,3
Managed Isolation & Quarantine,2022-01-26,30 to 39,20
Managed Isolation & Quarantine,2022-01-26,40 to 49,8
Managed Isolation & Quarantine,2022-01-26,50 to 59,9
Managed Isolation & Quarantine,2022-01-26,60 to 69,3
Managed Isolation & Quarantine,2022-01-26,70 to 79,4
Managed Isolation & Quarantine,2022-01-27,0 to 9,9
Managed Isolation & Quarantine,2022-01-27,10 to 19,5
Managed Isolation & Quarantine,2022-01-27,20 to 29,5
Managed Isolation & Quarantine,2022-01-27,30 to 39,14
Managed Isolation & Quarantine,2022-01-27,40 to 49,5
Managed Isolation & Quarantine,2022-01-27,50 to 59,4
Managed Isolation & Quarantine,2022-01-27,60 to 69,6
Managed Isolation & Quarantine,2022-01-27,70 to 79,1
Managed Isolation & Quarantine,2022-01-28,0 to 9,12
Managed Isolation & Quarantine,2022-01-28,10 to 19,4
Managed Isolation & Quarantine,2022-01-28,20 to 29,13
Managed Isolation & Quarantine,2022-01-28,30 to 39,18
Managed Isolation & Quarantine,2022-01-28,40 to 49,9
Managed Isolation & Quarantine,2022-01-28,50 to 59,4
Managed Isolation & Quarantine,2022-01-28,60 to 69,3
Managed Isolation & Quarantine,2022-01-28,70 to 79,1
Managed Isolation & Quarantine,2022-01-29,0 to 9,10
Managed Isolation & Quarantine,2022-01-29,10 to 19,4
Managed Isolation & Quarantine,2022-01-29,20 to 29,11
Managed Isolation & Quarantine,2022-01-29,30 to 39,14
Managed Isolation & Quarantine,2022-01-29,40 to 49,3
Managed Isolation & Quarantine,2022-01-29,50 to 59,1
Managed Isolation & Quarantine,2022-01-29,60 to 69,2
Managed Isolation & Quarantine,2022-01-29,70 to 79,1
Managed Isolation & Quarantine,2022-01-30,0 to 9,5
Managed Isolation & Quarantine,2022-01-30,10 to 19,7
Managed Isolation & Quarantine,2022-01-30,20 to 29,5
Managed Isolation & Quarantine,2022-01-30,30 to 39,14
Managed Isolation & Quarantine,2022-01-30,40 to 49,7
Managed Isolation & Quarantine,2022-01-30,50 to 59,3
Managed Isolation & Quarantine,2022-01-30,60 to 69,1
Managed Isolation & Quarantine,2022-01-30,70 to 79,1
Managed Isolation & Quarantine,2022-01-31,0 to 9,17
Managed Isolation & Quarantine,2022-01-31,10 to 19,8
Managed Isolation & Quarantine,2022-01-31,20 to 29,8
Managed Isolation & Quarantine,2022-01-31,30 to 39,16
Managed Isolation & Quarantine,2022-01-31,40 to 49,8
Managed Isolation & Quarantine,2022-01-31,50 to 59,2
Managed Isolation & Quarantine,2022-01-31,60 to 69,2
Managed Isolation & Quarantine,2022-01-31,70 to 79,1
Managed Isolation & Quarantine,2022-02-01,0 to 9,8
Managed Isolation & Quarantine,2022-02-01,10 to 19,8
Managed Isolation & Quarantine,2022-02-01,20 to 29,6
Managed Isolation & Quarantine,2022-02-01,30 to 39,17
Managed Isolation & Quarantine,2022-02-01,40 to 49,8
Managed Isolation & Quarantine,2022-02-01,50 to 59,2
Managed Isolation & Quarantine,2022-02-01,60 to 69,1
Managed Isolation & Quarantine,2022-02-01,70 to 79,1
Managed Isolation & Quarantine,2022-02-02,0 to 9,6
Managed Isolation & Quarantine,2022-02-02,10 to 19,9
Managed Isolation & Quarantine,2022-02-02,20 to 29,6
Managed Isolation & Quarantine,2022-02-02,30 to 39,11
Managed Isolation & Quarantine,2022-02-02,40 to 49,11
Managed Isolation & Quarantine,2022-02-02,50 to 59,5
Managed Isolation & Quarantine,2022-02-02,60 to 69,1
Managed Isolation & Quarantine,2022-02-02,70 to 79,1
Managed Isolation & Quarantine,2022-02-03,0 to 9,7
Managed Isolation & Quarantine,2022-02-03,10 to 19,10
Managed Isolation & Quarantine,2022-02-03,20 to 29,5
Managed Isolation & Quarantine,2022-02-03,30 to 39,9
Managed Isolation & Quarantine,2022-02-03,40 to 49,8
Managed Isolation & Quarantine,2022-02-03,50 to 59,3
Managed Isolation & Quarantine,2022-02-03,60 to 69,2
Managed Isolation & Quarantine,2022-02-03,70 to 79,1
Managed Isolation & Quarantine,2022-02-04,0 to 9,10
Managed Isolation & Quarantine,2022-02-04,10 to 19,3
Managed Isolation & Quarantine,2022-02-04,20 to 29,5
Managed Isolation & Quarantine,2022-02-04,30 to 39,12
Managed Isolation & Quarantine,2022-02-04,40 to 49,8
Managed Isolation & Quarantine,2022-02-04,50 to 59,5
Managed Isolation & Quarantine,2022-02-04,60 to 69,2
Managed Isolation & Quarantine,2022-02-04,70 to 79,3
Managed Isolation & Quarantine,2022-02-05,0 to 9,3
Managed Isolation & Quarantine,2022-02-05,10 to 19,6
Managed Isolation & Quarantine,2022-02-05,20 to 29,4
Managed Isolation & Quarantine,2022-02-05,30 to 39,7
Managed Isolation & Quarantine,2022-02-05,40 to 49,6
Managed Isolation & Quarantine,2022-02-05,50 to 59,3
Managed Isolation & Quarantine,2022-02-05,60 to 69,3
Managed Isolation & Quarantine,2022-02-05,70 to 79,1
Managed Isolation & Quarantine,2022-02-06,0 to 9,3
Managed Isolation & Quarantine,2022-02-06,10 to 19,6
Managed Isolation & Quarantine,2022-02-06,20 to 29,3
Managed Isolation & Quarantine,2022-02-06,30 to 39,5
Managed Isolation & Quarantine,2022-02-06,40 to 49,4
Managed Isolation & Quarantine,2022-02-06,50 to 59,1
Managed Isolation & Quarantine,2022-02-07,0 to 9,3
Managed Isolation & Quarantine,2022-02-07,10 to 19,22
Managed Isolation & Quarantine,2022-02-07,20 to 29,11
Managed Isolation & Quarantine,2022-02-07,30 to 39,12
Managed Isolation & Quarantine,2022-02-07,40 to 49,6
Managed Isolation & Quarantine,2022-02-07,50 to 59,6
Managed Isolation & Quarantine,2022-02-07,60 to 69,2
Managed Isolation & Quarantine,2022-02-07,70 to 79,2
Managed Isolation & Quarantine,2022-02-08,0 to 9,8
Managed Isolation & Quarantine,2022-02-08,10 to 19,1
Managed Isolation & Quarantine,2022-02-08,20 to 29,5
Managed Isolation & Quarantine,2022-02-08,30 to 39,6
Managed Isolation & Quarantine,2022-02-08,40 to 49,4
Managed Isolation & Quarantine,2022-02-08,60 to 69,1
Managed Isolation & Quarantine,2022-02-08,70 to 79,1
Managed Isolation & Quarantine,2022-02-09,0 to 9,2
Managed Isolation & Quarantine,2022-02-09,10 to 19,4
Managed Isolation & Quarantine,2022-02-09,20 to 29,6
Managed Isolation & Quarantine,2022-02-09,30 to 39,12
Managed Isolation & Quarantine,2022-02-09,40 to 49,4
Managed Isolation & Quarantine,2022-02-09,50 to 59,2
Managed Isolation & Quarantine,2022-02-10,0 to 9,2
Managed Isolation & Quarantine,2022-02-10,10 to 19,4
Managed Isolation & Quarantine,2022-02-10,20 to 29,3
Managed Isolation & Quarantine,2022-02-10,30 to 39,5
Managed Isolation & Quarantine,2022-02-10,40 to 49,3
Managed Isolation & Quarantine,2022-02-10,50 to 59,4
Managed Isolation & Quarantine,2022-02-11,0 to 9,5
Managed Isolation & Quarantine,2022-02-11,10 to 19,2
Managed Isolation & Quarantine,2022-02-11,20 to 29,2
Managed Isolation & Quarantine,2022-02-11,30 to 39,7
Managed Isolation & Quarantine,2022-02-11,40 to 49,2
Managed Isolation & Quarantine,2022-02-11,60 to 69,1
Managed Isolation & Quarantine,2022-02-12,0 to 9,3
Managed Isolation & Quarantine,2022-02-12,10 to 19,3
Managed Isolation & Quarantine,2022-02-12,30 to 39,7
Managed Isolation & Quarantine,2022-02-12,40 to 49,3
Managed Isolation & Quarantine,2022-02-12,60 to 69,1
Managed Isolation & Quarantine,2022-02-13,0 to 9,5
Managed Isolation & Quarantine,2022-02-13,10 to 19,1
Managed Isolation & Quarantine,2022-02-13,30 to 39,4
Managed Isolation & Quarantine,2022-02-13,50 to 59,2
Managed Isolation & Quarantine,2022-02-14,0 to 9,1
Managed Isolation & Quarantine,2022-02-14,20 to 29,2
Managed Isolation & Quarantine,2022-02-14,30 to 39,5
Managed Isolation & Quarantine,2022-02-14,40 to 49,2
Managed Isolation & Quarantine,2022-02-14,50 to 59,1
Managed Isolation & Quarantine,2022-02-15,0 to 9,2
Managed Isolation & Quarantine,2022-02-15,10 to 19,1
Managed Isolation & Quarantine,2022-02-15,20 to 29,5
Managed Isolation & Quarantine,2022-02-15,30 to 39,9
Managed Isolation & Quarantine,2022-02-15,40 to 49,5
Managed Isolation & Quarantine,2022-02-15,50 to 59,4
Managed Isolation & Quarantine,2022-02-15,60 to 69,2
Managed Isolation & Quarantine,2022-02-16,10 to 19,1
Managed Isolation & Quarantine,2022-02-16,40 to 49,1
Managed Isolation & Quarantine,2022-02-16,50 to 59,1
Managed Isolation & Quarantine,2022-02-16,60 to 69,1
Managed Isolation & Quarantine,2022-02-17,0 to 9,1
Managed Isolation & Quarantine,2022-02-17,10 to 19,2
Managed Isolation & Quarantine,2022-02-17,20 to 29,2
Managed Isolation & Quarantine,2022-02-17,30 to 39,3
Managed Isolation & Quarantine,2022-02-17,40 to 49,2
Managed Isolation & Quarantine,2022-02-17,50 to 59,1
Managed Isolation & Quarantine,2022-02-17,70 to 79,1
Managed Isolation & Quarantine,2022-02-18,0 to 9,2
Managed Isolation & Quarantine,2022-02-18,10 to 19,3
Managed Isolation & Quarantine,2022-02-18,20 to 29,1
Managed Isolation & Quarantine,2022-02-18,30 to 39,1
Managed Isolation & Quarantine,2022-02-18,50 to 59,2
Managed Isolation & Quarantine,2022-02-18,70 to 79,1
Managed Isolation & Quarantine,2022-02-19,0 to 9,2
Managed Isolation & Quarantine,2022-02-19,10 to 19,2
Managed Isolation & Quarantine,2022-02-19,20 to 29,7
Managed Isolation & Quarantine,2022-02-19,30 to 39,6
Managed Isolation & Quarantine,2022-02-19,40 to 49,4
Managed Isolation & Quarantine,2022-02-19,60 to 69,1
Managed Isolation & Quarantine,2022-02-19,70 to 79,1
Managed Isolation & Quarantine,2022-02-20,0 to 9,1
Managed Isolation & Quarantine,2022-02-20,20 to 29,1
Managed Isolation & Quarantine,2022-02-20,30 to 39,7
Managed Isolation & Quarantine,2022-02-20,40 to 49,1
Managed Isolation & Quarantine,2022-02-20,60 to 69,2
Managed Isolation & Quarantine,2022-02-21,0 to 9,1
Managed Isolation & Quarantine,2022-02-21,10 to 19,3
Managed Isolation & Quarantine,2022-02-21,20 to 29,5
Managed Isolation & Quarantine,2022-02-21,30 to 39,6
Managed Isolation & Quarantine,2022-02-21,40 to 49,2
Managed Isolation & Quarantine,2022-02-21,50 to 59,1
Managed Isolation & Quarantine,2022-02-21,70 to 79,1
Managed Isolation & Quarantine,2022-02-22,0 to 9,6
Managed Isolation & Quarantine,2022-02-22,10 to 19,5
Managed Isolation & Quarantine,2022-02-22,20 to 29,1
Managed Isolation & Quarantine,2022-02-22,30 to 39,9
Managed Isolation & Quarantine,2022-02-22,40 to 49,6
